


Date	Local_time	Epoch_time	AcqTime_(s)	Line	Species	Flowmeter_(ml/min)	Encoder_counts	Diff_counts	Cond_(uS/cm)	Cond_Temp	Dust(#>1.0Mikrom)	EDAQ_Volts	pH_disabled	Na_disabled	SO4_disabled	Ca_disabled	H2O2_disabled	NH4_disabled	MQ/SPLE	NEW BAG	BREAK	LOG	
07/09/2022	10:34:15	1662518055.671171660	0.0	Blank	Blank	8.0910E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	3.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
07/09/2022	10:34:16	1662518056.671228890	1.0	Blank	Blank	8.2300E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	0.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
07/09/2022	10:34:17	1662518057.671286110	2.0	Blank	Blank	9.4390E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	0.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
07/09/2022	10:34:18	1662518058.671343330	3.0	Blank	Blank	7.6650E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	2.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
07/09/2022	10:34:19	1662518059.671400550	4.0	Blank	Blank	8.0705E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	4.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
07/09/2022	10:34:20	1662518060.671457770	5.0	Blank	Blank	9.4720E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	0.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
07/09/2022	10:34:21	1662518061.671514990	6.0	Blank	Blank	7.6160E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	2.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
07/09/2022	10:34:22	1662518062.671572210	7.0	Blank	Blank	8.0130E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	2.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
07/09/2022	10:34:23	1662518063.671629430	8.0	Blank	Blank	9.5710E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	2.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
07/09/2022	10:34:24	1662518064.671686650	9.0	Blank	Blank	7.3705E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	0.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
07/09/2022	10:34:25	1662518065.671743870	10.0	Blank	Blank	8.0770E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	5.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
07/09/2022	10:34:26	1662518066.671801090	11.0	Blank	Blank	9.3860E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	2.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
07/09/2022	10:34:27	1662518067.671858310	12.0	Blank	Blank	7.8210E-1	0.0000E+0	0.0000E+0	7.8000E-1	2.4400E+1	0.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
