


Date	Local_time	Epoch_time	AcqTime_(s)	Line	Species	Flowmeter_(ml/min)	Encoder_counts	Diff_counts	Cond_(uS/cm)	Cond_Temp	Dust(#>1.0Mikrom)	EDAQ_Volts	pH_disabled	Na_disabled	SO4_disabled	Ca_disabled	H2O2_disabled	NH4_disabled	MQ/SPLE	NEW BAG	BREAK	LOG	
29/09/2022	10:17:18	1664417838.523672100	0.0	Blank	Blank	8.4980E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	1.0000E+1	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:19	1664417839.523729320	1.0	Blank	Blank	8.0615E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	6.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:20	1664417840.523786540	2.0	Blank	Blank	9.9590E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	7.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:21	1664417841.523843760	3.0	Blank	Blank	9.0935E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	8.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:22	1664417842.523900990	4.0	Blank	Blank	7.7765E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	6.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:23	1664417843.523958210	5.0	Blank	Blank	9.0400E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	9.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:24	1664417844.524015430	6.0	Blank	Blank	9.3025E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	6.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:25	1664417845.524072170	7.0	Blank	Blank	7.9335E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	8.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:26	1664417846.524129390	8.0	Blank	Blank	8.7015E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	5.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:27	1664417847.524186610	9.0	Blank	Blank	9.7550E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	0.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:28	1664417848.524243830	10.0	Blank	Blank	8.5605E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	4.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:29	1664417849.524301050	11.0	Blank	Blank	7.5310E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	3.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:30	1664417850.524358270	12.0	Blank	Blank	9.7215E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	4.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:31	1664417851.524415490	13.0	Blank	Blank	8.8320E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	4.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:32	1664417852.524472710	14.0	Blank	Blank	7.5620E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	1.0000E+1	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:33	1664417853.524529930	15.0	Blank	Blank	9.7625E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	4.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:34	1664417854.523587230	16.0	Blank	Blank	9.4680E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	8.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
29/09/2022	10:17:35	1664417855.523644450	17.0	Blank	Blank	8.1130E-1	-1.3700E+2	0.0000E+0	3.6000E-1	2.7600E+1	6.0000E+0	-5.3218E+0	NaN	NaN	NaN	NaN	NaN	NaN	0.0000E+0	0.0000E+0	0.0000E+0	0.0000E+0
